strategy,makespan,completed,tasks_done,tasks_total,fuel_violations,min_fuel,total_truck_distance,active_distance,detour_distance,detour_percentage,uptime_ratio,total_swaps,drone_flight_distance,drone_energy,drone_efficiency_percentage,seed,maze,num_trucks,drones_per_station,service_frames,wall_time_s
depot_only,4799,True,40,40,0,114,20231.0,15206.0,5025.0,24.84,0.5281,0,0,0.0,0.0,9,maze.csv,6,1,150,0.01
fixed_station_evrp,4661,True,40,40,0,169,19731.0,14986.0,4745.0,24.05,0.5359,3,0,0.0,0.0,9,maze.csv,6,1,150,0.01
reactive_drone,4212,True,40,40,1,-164,18199.0,14388.0,3811.0,20.94,0.5693,2,957.0,1148.4,522.47,9,maze.csv,6,1,150,0.01
proactive_fuel,4211,True,40,40,0,228,18199.0,14388.0,3811.0,20.94,0.5695,3,1653.0,1983.6,453.72,9,maze.csv,6,1,150,0.02
proactive_fuel,4211,True,40,40,0,228,18199.0,14388.0,3811.0,20.94,0.5695,3,1158.0,1389.6,647.67,9,maze.csv,6,2,150,0.02
proactive_fuel,4212,True,40,40,0,228,18199.0,14388.0,3811.0,20.94,0.5693,3,1251.0,1501.2,599.52,9,maze.csv,6,4,150,0.02
depot_only,5094,True,39,39,0,61,18101.0,14334.0,3767.0,20.81,0.469,0,0,0.0,0.0,10,maze.csv,6,1,150,0.01
fixed_station_evrp,5185,True,39,39,0,173,17875.0,14531.0,3344.0,18.71,0.4671,2,0,0.0,0.0,10,maze.csv,6,1,150,0.01
reactive_drone,4994,True,39,39,0,315,17365.0,14474.0,2891.0,16.65,0.483,2,1176.0,1411.2,425.17,10,maze.csv,6,1,150,0.01
proactive_fuel,4906,True,39,39,0,338,17365.0,14396.0,2969.0,17.1,0.4891,2,708.0,849.6,706.21,10,maze.csv,6,1,150,0.02
proactive_fuel,4905,True,39,39,0,338,17365.0,14397.0,2968.0,17.09,0.4892,2,702.0,842.4,712.25,10,maze.csv,6,2,150,0.02
proactive_fuel,4905,True,39,39,0,338,17365.0,14396.0,2969.0,17.1,0.4892,2,705.0,846.0,709.22,10,maze.csv,6,4,150,0.02
depot_only,2577,True,38,38,0,511,16161.0,11660.0,4501.0,27.85,0.5656,0,0,0.0,0.0,1,maze.csv,8,1,150,0.01
fixed_station_evrp,2577,True,38,38,0,511,16161.0,11660.0,4501.0,27.85,0.5656,0,0,0.0,0.0,1,maze.csv,8,1,150,0.01
reactive_drone,2577,True,38,38,0,511,16161.0,11660.0,4501.0,27.85,0.5656,0,0.0,0.0,0.0,1,maze.csv,8,1,150,0.01
proactive_fuel,2577,True,38,38,0,511,16161.0,11660.0,4501.0,27.85,0.5656,0,0.0,0.0,0.0,1,maze.csv,8,1,150,0.01
proactive_fuel,2577,True,38,38,0,511,16161.0,11660.0,4501.0,27.85,0.5656,0,0.0,0.0,0.0,1,maze.csv,8,2,150,0.01
proactive_fuel,2577,True,38,38,0,511,16161.0,11660.0,4501.0,27.85,0.5656,0,0.0,0.0,0.0,1,maze.csv,8,4,150,0.02
depot_only,4272,True,36,36,0,172,17807.0,12725.0,5082.0,28.54,0.3723,0,0,0.0,0.0,2,maze.csv,8,1,150,0.01
fixed_station_evrp,4074,True,36,36,0,341,17471.0,12558.0,4913.0,28.12,0.3853,1,0,0.0,0.0,2,maze.csv,8,1,150,0.01
reactive_drone,3968,True,36,36,0,511,17300.0,12697.0,4603.0,26.61,0.4,1,420.0,504.0,595.24,2,maze.csv,8,1,150,0.01
proactive_fuel,3920,True,36,36,0,511,17300.0,12697.0,4603.0,26.61,0.4049,1,372.0,446.4,672.04,2,maze.csv,8,1,150,0.01
proactive_fuel,3920,True,36,36,0,511,17300.0,12697.0,4603.0,26.61,0.4049,1,372.0,446.4,672.04,2,maze.csv,8,2,150,0.02
proactive_fuel,3920,True,36,36,0,511,17300.0,12697.0,4603.0,26.61,0.4049,1,372.0,446.4,672.04,2,maze.csv,8,4,150,0.02
depot_only,2811,True,40,40,0,285,16461.0,12279.0,4182.0,25.41,0.546,0,0,0.0,0.0,3,maze.csv,8,1,150,0.01
fixed_station_evrp,2811,True,40,40,0,285,16461.0,12279.0,4182.0,25.41,0.546,0,0,0.0,0.0,3,maze.csv,8,1,150,0.01
reactive_drone,2811,True,40,40,0,285,16461.0,12279.0,4182.0,25.41,0.546,0,0.0,0.0,0.0,3,maze.csv,8,1,150,0.01
proactive_fuel,2811,True,40,40,0,285,16461.0,12279.0,4182.0,25.41,0.546,0,0.0,0.0,0.0,3,maze.csv,8,1,150,0.01
proactive_fuel,2811,True,40,40,0,285,16461.0,12279.0,4182.0,25.41,0.546,0,0.0,0.0,0.0,3,maze.csv,8,2,150,0.01
proactive_fuel,2811,True,40,40,0,285,16461.0,12279.0,4182.0,25.41,0.546,0,0.0,0.0,0.0,3,maze.csv,8,4,150,0.02
depot_only,4687,True,36,36,0,115,17420.0,11733.0,5687.0,32.65,0.3129,0,0,0.0,0.0,4,maze.csv,8,1,150,0.01
fixed_station_evrp,4779,True,36,36,0,256,17317.0,11651.0,5666.0,32.72,0.3047,2,0,0.0,0.0,4,maze.csv,8,1,150,0.01
reactive_drone,3747,True,36,36,0,527,15555.0,11196.0,4359.0,28.02,0.3735,2,2304.0,2764.8,217.01,4,maze.csv,8,1,150,0.01
proactive_fuel,3736,True,36,36,0,626,15536.0,11177.0,4359.0,28.06,0.374,2,2190.0,2628.0,228.31,4,maze.csv,8,1,150,0.01
proactive_fuel,3747,True,36,36,0,626,15545.0,11186.0,4359.0,28.04,0.3732,2,2184.0,2620.8,228.94,4,maze.csv,8,2,150,0.02
proactive_fuel,3747,True,36,36,0,626,15555.0,11196.0,4359.0,28.02,0.3735,2,2181.0,2617.2,229.25,4,maze.csv,8,4,150,0.02
depot_only,4511,True,40,40,0,509,18697.0,13134.0,5563.0,29.75,0.3639,0,0,0.0,0.0,5,maze.csv,8,1,150,0.01
fixed_station_evrp,4432,True,40,40,0,536,18021.0,12852.0,5169.0,28.68,0.3625,2,0,0.0,0.0,5,maze.csv,8,1,150,0.01
reactive_drone,3803,True,40,40,1,-169,16828.0,12370.0,4458.0,26.49,0.4066,1,210.0,252.0,1190.48,5,maze.csv,8,1,150,0.01
proactive_fuel,3796,True,40,40,0,692,16822.0,12364.0,4458.0,26.5,0.4071,2,1278.0,1533.6,391.24,5,maze.csv,8,1,150,0.02
proactive_fuel,3795,True,40,40,0,692,16820.0,12362.0,4458.0,26.5,0.4072,2,1272.0,1526.4,393.08,5,maze.csv,8,2,150,0.02
proactive_fuel,3797,True,40,40,0,692,16822.0,12364.0,4458.0,26.5,0.407,2,1272.0,1526.4,393.08,5,maze.csv,8,4,150,0.02
depot_only,3628,True,35,35,0,455,15768.0,11015.0,4753.0,30.14,0.3795,0,0,0.0,0.0,6,maze.csv,8,1,150,0.01
fixed_station_evrp,4187,True,35,35,0,257,16163.0,11212.0,4951.0,30.63,0.3347,1,0,0.0,0.0,6,maze.csv,8,1,150,0.01
reactive_drone,3043,True,35,35,0,61,15203.0,10873.0,4330.0,28.48,0.4466,0,0.0,0.0,0.0,6,maze.csv,8,1,150,0.01
proactive_fuel,3216,True,35,35,0,573,15203.0,10873.0,4330.0,28.48,0.4226,1,903.0,1083.6,276.85,6,maze.csv,8,1,150,0.01
proactive_fuel,3216,True,35,35,0,573,15203.0,10873.0,4330.0,28.48,0.4226,1,909.0,1090.8,275.03,6,maze.csv,8,2,150,0.01
proactive_fuel,3216,True,35,35,0,573,15203.0,10873.0,4330.0,28.48,0.4226,1,909.0,1090.8,275.03,6,maze.csv,8,4,150,0.02
depot_only,3034,True,35,35,0,70,14746.0,10733.0,4013.0,27.21,0.4422,0,0,0.0,0.0,7,maze.csv,8,1,150,0.01
fixed_station_evrp,3034,True,35,35,0,70,14746.0,10733.0,4013.0,27.21,0.4422,0,0,0.0,0.0,7,maze.csv,8,1,150,0.01
reactive_drone,3034,True,35,35,0,70,14746.0,10733.0,4013.0,27.21,0.4422,0,0.0,0.0,0.0,7,maze.csv,8,1,150,0.01
proactive_fuel,3034,True,35,35,0,70,14746.0,10733.0,4013.0,27.21,0.4422,0,0.0,0.0,0.0,7,maze.csv,8,1,150,0.01
proactive_fuel,3034,True,35,35,0,70,14746.0,10733.0,4013.0,27.21,0.4422,0,0.0,0.0,0.0,7,maze.csv,8,2,150,0.01
proactive_fuel,3034,True,35,35,0,70,14746.0,10733.0,4013.0,27.21,0.4422,0,0.0,0.0,0.0,7,maze.csv,8,4,150,0.02
depot_only,2754,True,36,36,0,340,16858.0,12076.0,4782.0,28.37,0.5481,0,0,0.0,0.0,8,maze.csv,8,1,150,0.01
fixed_station_evrp,2754,True,36,36,0,340,16858.0,12076.0,4782.0,28.37,0.5481,0,0,0.0,0.0,8,maze.csv,8,1,150,0.01
reactive_drone,2754,True,36,36,0,340,16858.0,12076.0,4782.0,28.37,0.5481,0,0.0,0.0,0.0,8,maze.csv,8,1,150,0.01
proactive_fuel,2754,True,36,36,0,340,16858.0,12076.0,4782.0,28.37,0.5481,0,0.0,0.0,0.0,8,maze.csv,8,1,150,0.01
proactive_fuel,2754,True,36,36,0,340,16858.0,12076.0,4782.0,28.37,0.5481,0,0.0,0.0,0.0,8,maze.csv,8,2,150,0.01
proactive_fuel,2754,True,36,36,0,340,16858.0,12076.0,4782.0,28.37,0.5481,0,0.0,0.0,0.0,8,maze.csv,8,4,150,0.02
depot_only,3802,True,40,40,0,234,18585.0,13474.0,5111.0,27.5,0.443,0,0,0.0,0.0,9,maze.csv,8,1,150,0.01
fixed_station_evrp,3960,True,40,40,0,234,18593.0,13506.0,5087.0,27.36,0.4263,1,0,0.0,0.0,9,maze.csv,8,1,150,0.01
reactive_drone,3276,True,40,40,1,-164,18077.0,13305.0,4772.0,26.4,0.5077,0,0.0,0.0,0.0,9,maze.csv,8,1,150,0.01
proactive_fuel,3448,True,40,40,0,234,18077.0,13305.0,4772.0,26.4,0.4823,1,441.0,529.2,566.89,9,maze.csv,8,1,150,0.02
proactive_fuel,3449,True,40,40,0,234,18077.0,13305.0,4772.0,26.4,0.4822,1,444.0,532.8,563.06,9,maze.csv,8,2,150,0.02
proactive_fuel,3449,True,40,40,0,234,18077.0,13305.0,4772.0,26.4,0.4822,1,438.0,525.6,570.78,9,maze.csv,8,4,150,0.02
depot_only,4863,True,39,39,0,113,21157.0,14985.0,6172.0,29.17,0.3852,0,0,0.0,0.0,10,maze.csv,8,1,150,0.01
fixed_station_evrp,5070,True,39,39,0,114,20756.0,14813.0,5943.0,28.63,0.3652,2,0,0.0,0.0,10,maze.csv,8,1,150,0.02
reactive_drone,3395,True,39,39,1,-279,18830.0,13935.0,4895.0,26.0,0.5131,0,0.0,0.0,0.0,10,maze.csv,8,1,150,0.01
proactive_fuel,3568,True,39,39,0,574,18830.0,13935.0,4895.0,26.0,0.4882,2,1578.0,1893.6,316.86,10,maze.csv,8,1,150,0.02
proactive_fuel,3568,True,39,39,0,574,18830.0,13935.0,4895.0,26.0,0.4882,2,1575.0,1890.0,317.46,10,maze.csv,8,2,150,0.02
proactive_fuel,3568,True,39,39,0,574,18830.0,13935.0,4895.0,26.0,0.4882,2,1569.0,1882.8,318.67,10,maze.csv,8,4,150,0.02
depot_only,2403,True,38,38,0,679,20012.0,12684.0,7328.0,36.62,0.4399,0,0,0.0,0.0,1,maze.csv,12,1,150,0.01
fixed_station_evrp,2403,True,38,38,0,679,20012.0,12684.0,7328.0,36.62,0.4399,0,0,0.0,0.0,1,maze.csv,12,1,150,0.01
reactive_drone,2403,True,38,38,0,679,20012.0,12684.0,7328.0,36.62,0.4399,0,0.0,0.0,0.0,1,maze.csv,12,1,150,0.01
proactive_fuel,2403,True,38,38,0,679,20012.0,12684.0,7328.0,36.62,0.4399,0,0.0,0.0,0.0,1,maze.csv,12,1,150,0.02
proactive_fuel,2403,True,38,38,0,679,20012.0,12684.0,7328.0,36.62,0.4399,0,0.0,0.0,0.0,1,maze.csv,12,2,150,0.02
proactive_fuel,2403,True,38,38,0,679,20012.0,12684.0,7328.0,36.62,0.4399,0,0.0,0.0,0.0,1,maze.csv,12,4,150,0.02
depot_only,2462,True,36,36,0,622,19056.0,12558.0,6498.0,34.1,0.4251,0,0,0.0,0.0,2,maze.csv,12,1,150,0.01
fixed_station_evrp,2462,True,36,36,0,622,19056.0,12558.0,6498.0,34.1,0.4251,0,0,0.0,0.0,2,maze.csv,12,1,150,0.01
reactive_drone,2462,True,36,36,0,622,19056.0,12558.0,6498.0,34.1,0.4251,0,0.0,0.0,0.0,2,maze.csv,12,1,150,0.01
proactive_fuel,2462,True,36,36,0,622,19056.0,12558.0,6498.0,34.1,0.4251,0,0.0,0.0,0.0,2,maze.csv,12,1,150,0.01
proactive_fuel,2462,True,36,36,0,622,19056.0,12558.0,6498.0,34.1,0.4251,0,0.0,0.0,0.0,2,maze.csv,12,2,150,0.01
proactive_fuel,2462,True,36,36,0,622,19056.0,12558.0,6498.0,34.1,0.4251,0,0.0,0.0,0.0,2,maze.csv,12,4,150,0.02
depot_only,1932,True,40,40,0,1134,18659.0,12130.0,6529.0,34.99,0.5232,0,0,0.0,0.0,3,maze.csv,12,1,150,0.01
fixed_station_evrp,1932,True,40,40,0,1134,18659.0,12130.0,6529.0,34.99,0.5232,0,0,0.0,0.0,3,maze.csv,12,1,150,0.01
reactive_drone,1932,True,40,40,0,1134,18659.0,12130.0,6529.0,34.99,0.5232,0,0.0,0.0,0.0,3,maze.csv,12,1,150,0.01
proactive_fuel,1932,True,40,40,0,1134,18659.0,12130.0,6529.0,34.99,0.5232,0,0.0,0.0,0.0,3,maze.csv,12,1,150,0.01
proactive_fuel,1932,True,40,40,0,1134,18659.0,12130.0,6529.0,34.99,0.5232,0,0.0,0.0,0.0,3,maze.csv,12,2,150,0.01
proactive_fuel,1932,True,40,40,0,1134,18659.0,12130.0,6529.0,34.99,0.5232,0,0.0,0.0,0.0,3,maze.csv,12,4,150,0.01
depot_only,2337,True,36,36,0,743,18491.0,11760.0,6731.0,36.4,0.4193,0,0,0.0,0.0,4,maze.csv,12,1,150,0.01
fixed_station_evrp,2337,True,36,36,0,743,18491.0,11760.0,6731.0,36.4,0.4193,0,0,0.0,0.0,4,maze.csv,12,1,150,0.01
reactive_drone,2337,True,36,36,0,743,18491.0,11760.0,6731.0,36.4,0.4193,0,0.0,0.0,0.0,4,maze.csv,12,1,150,0.01
proactive_fuel,2337,True,36,36,0,743,18491.0,11760.0,6731.0,36.4,0.4193,0,0.0,0.0,0.0,4,maze.csv,12,1,150,0.01
proactive_fuel,2337,True,36,36,0,743,18491.0,11760.0,6731.0,36.4,0.4193,0,0.0,0.0,0.0,4,maze.csv,12,2,150,0.01
proactive_fuel,2337,True,36,36,0,743,18491.0,11760.0,6731.0,36.4,0.4193,0,0.0,0.0,0.0,4,maze.csv,12,4,150,0.02
depot_only,4396,True,40,40,0,171,20524.0,12834.0,7690.0,37.47,0.2433,0,0,0.0,0.0,5,maze.csv,12,1,150,0.01
fixed_station_evrp,3549,True,40,40,0,692,19561.0,12410.0,7151.0,36.56,0.2914,1,0,0.0,0.0,5,maze.csv,12,1,150,0.01
reactive_drone,3164,True,40,40,1,-56,19334.0,12351.0,6983.0,36.12,0.3253,0,0.0,0.0,0.0,5,maze.csv,12,1,150,0.01
proactive_fuel,3337,True,40,40,0,692,19334.0,12351.0,6983.0,36.12,0.3084,1,210.0,252.0,1190.48,5,maze.csv,12,1,150,0.02
proactive_fuel,3337,True,40,40,0,692,19334.0,12351.0,6983.0,36.12,0.3084,1,207.0,248.4,1207.73,5,maze.csv,12,2,150,0.02
proactive_fuel,3337,True,40,40,0,692,19334.0,12351.0,6983.0,36.12,0.3084,1,207.0,248.4,1207.73,5,maze.csv,12,4,150,0.02
depot_only,2341,True,35,35,0,739,17246.0,10596.0,6650.0,38.56,0.3772,0,0,0.0,0.0,6,maze.csv,12,1,150,0.01
fixed_station_evrp,2341,True,35,35,0,739,17246.0,10596.0,6650.0,38.56,0.3772,0,0,0.0,0.0,6,maze.csv,12,1,150,0.01
reactive_drone,2341,True,35,35,0,739,17246.0,10596.0,6650.0,38.56,0.3772,0,0.0,0.0,0.0,6,maze.csv,12,1,150,0.01
proactive_fuel,2341,True,35,35,0,739,17246.0,10596.0,6650.0,38.56,0.3772,0,0.0,0.0,0.0,6,maze.csv,12,1,150,0.01
proactive_fuel,2341,True,35,35,0,739,17246.0,10596.0,6650.0,38.56,0.3772,0,0.0,0.0,0.0,6,maze.csv,12,2,150,0.01
proactive_fuel,2341,True,35,35,0,739,17246.0,10596.0,6650.0,38.56,0.3772,0,0.0,0.0,0.0,6,maze.csv,12,4,150,0.01
depot_only,2450,True,35,35,0,634,17812.0,11168.0,6644.0,37.3,0.3799,0,0,0.0,0.0,7,maze.csv,12,1,150,0.01
fixed_station_evrp,2450,True,35,35,0,634,17812.0,11168.0,6644.0,37.3,0.3799,0,0,0.0,0.0,7,maze.csv,12,1,150,0.01
reactive_drone,2450,True,35,35,0,634,17812.0,11168.0,6644.0,37.3,0.3799,0,0.0,0.0,0.0,7,maze.csv,12,1,150,0.01
proactive_fuel,2450,True,35,35,0,634,17812.0,11168.0,6644.0,37.3,0.3799,0,0.0,0.0,0.0,7,maze.csv,12,1,150,0.01
proactive_fuel,2450,True,35,35,0,634,17812.0,11168.0,6644.0,37.3,0.3799,0,0.0,0.0,0.0,7,maze.csv,12,2,150,0.01
proactive_fuel,2450,True,35,35,0,634,17812.0,11168.0,6644.0,37.3,0.3799,0,0.0,0.0,0.0,7,maze.csv,12,4,150,0.02
depot_only,2521,True,36,36,0,565,19332.0,12153.0,7179.0,37.14,0.4017,0,0,0.0,0.0,8,maze.csv,12,1,150,0.01
fixed_station_evrp,2521,True,36,36,0,565,19332.0,12153.0,7179.0,37.14,0.4017,0,0,0.0,0.0,8,maze.csv,12,1,150,0.01
reactive_drone,2521,True,36,36,0,565,19332.0,12153.0,7179.0,37.14,0.4017,0,0.0,0.0,0.0,8,maze.csv,12,1,150,0.01
proactive_fuel,2521,True,36,36,0,565,19332.0,12153.0,7179.0,37.14,0.4017,0,0.0,0.0,0.0,8,maze.csv,12,1,150,0.01
proactive_fuel,2521,True,36,36,0,565,19332.0,12153.0,7179.0,37.14,0.4017,0,0.0,0.0,0.0,8,maze.csv,12,2,150,0.01
proactive_fuel,2521,True,36,36,0,565,19332.0,12153.0,7179.0,37.14,0.4017,0,0.0,0.0,0.0,8,maze.csv,12,4,150,0.02
depot_only,2401,True,40,40,0,681,19389.0,12948.0,6441.0,33.22,0.4494,0,0,0.0,0.0,9,maze.csv,12,1,150,0.01
fixed_station_evrp,2401,True,40,40,0,681,19389.0,12948.0,6441.0,33.22,0.4494,0,0,0.0,0.0,9,maze.csv,12,1,150,0.01
reactive_drone,2401,True,40,40,0,681,19389.0,12948.0,6441.0,33.22,0.4494,0,0.0,0.0,0.0,9,maze.csv,12,1,150,0.01
proactive_fuel,2401,True,40,40,0,681,19389.0,12948.0,6441.0,33.22,0.4494,0,0.0,0.0,0.0,9,maze.csv,12,1,150,0.01
proactive_fuel,2401,True,40,40,0,681,19389.0,12948.0,6441.0,33.22,0.4494,0,0.0,0.0,0.0,9,maze.csv,12,2,150,0.01
proactive_fuel,2401,True,40,40,0,681,19389.0,12948.0,6441.0,33.22,0.4494,0,0.0,0.0,0.0,9,maze.csv,12,4,150,0.02
depot_only,4863,True,39,39,0,113,22166.0,14071.0,8095.0,36.52,0.2411,0,0,0.0,0.0,10,maze.csv,12,1,150,0.02
fixed_station_evrp,5070,True,39,39,0,114,22221.0,14126.0,8095.0,36.43,0.2322,1,0,0.0,0.0,10,maze.csv,12,1,150,0.02
reactive_drone,3395,True,39,39,1,-279,20748.0,13420.0,7328.0,35.32,0.3294,0,0.0,0.0,0.0,10,maze.csv,12,1,150,0.02
proactive_fuel,3568,True,39,39,0,703,20748.0,13420.0,7328.0,35.32,0.3134,1,1233.0,1479.6,202.76,10,maze.csv,12,1,150,0.02
proactive_fuel,3568,True,39,39,0,704,20748.0,13420.0,7328.0,35.32,0.3134,1,1233.0,1479.6,202.76,10,maze.csv,12,2,150,0.02
proactive_fuel,3568,True,39,39,0,703,20748.0,13420.0,7328.0,35.32,0.3134,1,1236.0,1483.2,202.27,10,maze.csv,12,4,150,0.02
