strategy,makespan,completed,tasks_done,tasks_total,fuel_violations,strand_events,stranded_frames,min_fuel,total_truck_distance,active_distance,detour_distance,detour_percentage,uptime_ratio,hold_frames,total_swaps,drone_flight_distance,drone_energy,drone_efficiency_percentage,max_route_length,truck_range,num_tasks,seed,maze,num_trucks,drones_per_station,service_frames,wall_time_s
proactive_fuel,4139,True,39,39,0,0,0,132.0,15389.0,11170.0,4219.0,27.42,0.4498,3594,2,1293.0,1551.6,386.7,2285.71,2000.0,39,10,maze.csv,6,1,1800,0.03
fixed_station_evrp,6290,True,38,38,1,1,4000,0.0,16335.0,11616.0,4719.0,28.89,0.3078,4000,1,0,0.0,0.0,2228.57,2000.0,38,1,maze.csv,6,1,3600,0.03
fixed_station_evrp,3451,True,36,36,0,0,0,72.0,14982.0,10038.0,4944.0,33.0,0.4848,0,0,0,0.0,0.0,2057.14,2000.0,36,2,maze.csv,6,1,3600,0.02
fixed_station_evrp,3045,True,40,40,0,0,0,76.0,13465.0,10158.0,3307.0,24.56,0.556,0,0,0,0.0,0.0,2057.14,2000.0,40,3,maze.csv,6,1,3600,0.02
fixed_station_evrp,4798,True,36,36,0,0,0,78.0,18257.0,11709.0,6548.0,35.87,0.4067,0,0,0,0.0,0.0,2171.43,2000.0,36,4,maze.csv,6,1,3600,0.02
fixed_station_evrp,3750,True,40,40,0,0,0,76.0,17127.0,11872.0,5255.0,30.68,0.5276,0,0,0,0.0,0.0,2171.43,2000.0,40,5,maze.csv,6,1,3600,0.02
fixed_station_evrp,5569,True,35,35,0,0,0,76.0,15682.0,11094.0,4588.0,29.26,0.332,0,0,0,0.0,0.0,2114.29,2000.0,35,6,maze.csv,6,1,3600,0.02
fixed_station_evrp,3278,True,35,35,0,0,0,83.0,14707.0,10065.0,4642.0,31.56,0.5117,0,0,0,0.0,0.0,2057.14,2000.0,35,7,maze.csv,6,1,3600,0.02
fixed_station_evrp,5218,True,36,36,0,0,0,76.0,16229.0,10830.0,5399.0,33.27,0.3459,0,0,0,0.0,0.0,2114.29,2000.0,36,8,maze.csv,6,1,3600,0.02
fixed_station_evrp,5563,True,40,40,0,0,0,77.0,20299.0,12719.0,7580.0,37.34,0.3811,0,0,0,0.0,0.0,2171.43,2000.0,40,9,maze.csv,6,1,3600,0.03
fixed_station_evrp,8106,True,39,39,1,1,3885,0.0,19184.0,12757.0,6427.0,33.5,0.2623,3885,1,0,0.0,0.0,2285.71,2000.0,39,10,maze.csv,6,1,3600,0.03
reactive_drone,6082,True,38,38,3,3,11189,0.0,11803.0,9520.0,2283.0,19.34,0.2609,14815,4,2952.0,3542.4,338.75,2228.57,2000.0,38,1,maze.csv,6,1,3600,0.02
reactive_drone,5894,True,36,36,1,1,3710,0.0,11820.0,8740.0,3080.0,26.06,0.2471,7334,2,1182.0,1418.4,423.01,2057.14,2000.0,36,2,maze.csv,6,1,3600,0.02
reactive_drone,5732,True,40,40,0,0,0,20.0,11374.0,9423.0,1951.0,17.15,0.274,7247,2,567.0,680.4,881.83,2057.14,2000.0,40,3,maze.csv,6,1,3600,0.02
reactive_drone,6018,True,36,36,3,3,11297,0.0,12257.0,9762.0,2495.0,20.36,0.2704,14923,4,3279.0,3934.8,304.97,2171.43,2000.0,36,4,maze.csv,6,1,3600,0.02
reactive_drone,9115,True,40,40,3,3,14408,0.0,12254.0,10144.0,2110.0,17.22,0.1855,21658,5,3684.0,4420.8,339.31,2171.43,2000.0,40,5,maze.csv,6,1,3600,0.03
reactive_drone,5905,True,35,35,1,1,3716,0.0,11027.0,8996.0,2031.0,18.42,0.2539,7340,2,975.0,1170.0,512.82,2114.29,2000.0,35,6,maze.csv,6,1,3600,0.02
reactive_drone,5939,True,35,35,2,2,7453,0.0,11703.0,8939.0,2764.0,23.62,0.2509,7455,2,1533.0,1839.6,326.16,2057.14,2000.0,35,7,maze.csv,6,1,3600,0.02
