num_ugvs,ugv_range,maze_loop_percentage,tasks_completed,distance_traveled,energy_consumed,avg_task_completion_time
7, 3500, 50, 1174, 200250.0, 200250.0, 42.45524296675192
7, 4000, 50, 1212, 204500.0, 204500.0, 41.16432700247729
7, 4500, 50, 1213, 205400.0, 205400.0, 41.13036303630363
7, 5000, 50, 1184, 198000.0, 198000.0, 42.13863060016906
7, 1500, 60, 1076, 176150.0, 176150.0, 45.95348837209303
7, 2000, 60, 1161, 189500.0, 189500.0, 42.62931034482759
7, 2500, 60, 1100, 180900.0, 180900.0, 44.949954504094634
7, 3000, 60, 1146, 187300.0, 187300.0, 43.14410480349345
7, 3500, 60, 1121, 184200.0, 184200.0, 44.107142857142854
7, 4000, 60, 1167, 190900.0, 190900.0, 42.36706689536878
7, 4500, 60, 1141, 186950.0, 186950.0, 43.333333333333336
7, 5000, 60, 1152, 188750.0, 188750.0, 42.875760208514336
7, 1500, 70, 1250, 186550.0, 186550.0, 39.9519615692554
7, 2000, 70, 1279, 191250.0, 191250.0, 39.045383411580595
7, 2500, 70, 1315, 197650.0, 197650.0, 37.97564687975647
7, 3000, 70, 1361, 202850.0, 202850.0, 36.69117647058823
7, 3500, 70, 1280, 191950.0, 191950.0, 38.97576231430806
7, 4000, 70, 1316, 197450.0, 197450.0, 37.946768060836504
7, 4500, 70, 1287, 193500.0, 193500.0, 38.80248833592535
7, 5000, 70, 1316, 196150.0, 196150.0, 37.946768060836504
7, 1500, 80, 1340, 188700.0, 188700.0, 37.266616878267364
7, 2000, 80, 1368, 192050.0, 192050.0, 36.50329188002926
7, 2500, 80, 1351, 191350.0, 191350.0, 36.925925925925924
7, 3000, 80, 1415, 200600.0, 200600.0, 35.28995756718529
7, 3500, 80, 1393, 195450.0, 195450.0, 35.84770114942529
7, 4000, 80, 1464, 206700.0, 206700.0, 34.07382091592618
7, 4500, 80, 1432, 201750.0, 201750.0, 34.870719776380156
7, 5000, 80, 1443, 202200.0, 202200.0, 34.60471567267684
7, 1500, 90, 1322, 191000.0, 191000.0, 37.77441332323997
7, 2000, 90, 1333, 192800.0, 192800.0, 37.46246246246246
7, 2500, 90, 1288, 184900.0, 184900.0, 38.77233877233877
7, 3000, 90, 1334, 192000.0, 192000.0, 37.396849212303074
7, 3500, 90, 1382, 199200.0, 199200.0, 36.133236784938454
7, 4000, 90, 1348, 194550.0, 194550.0, 37.00816629547142
7, 4500, 90, 1328, 191450.0, 191450.0, 37.60361718161266
7, 5000, 90, 1360, 196150.0, 196150.0, 36.71817512877116
