num_evs,num_tasks,ev_range,maze_loop_percentage,maze_size,bms,timesteps,num_tasks_finished,ev_distance,drone_distance
9,39,3000,65,43,0,279,33,926.0,0.0
9,39,3000,60,39,0,115,26,570.0,0.0
9,39,3000,65,46,0,119,24,770.0,0.0
9,39,3000,70,49,1,113,20,514.0,473.01089770855106
9,39,3000,75,42,0,163,30,766.0,0.0
9,39,3000,75,50,1,157,21,434.0,465.3778152746099
9,39,3000,70,40,0,115,34,698.0,0.0
9,39,3000,60,40,1,175,33,608.0,527.3972322815816
9,39,3000,90,38,1,79,36,470.0,436.6655972686638
9,39,3000,85,42,0,117,34,878.0,0.0
9,39,3000,75,36,1,109,35,630.0,554.1511167590056
9,39,3000,70,39,1,223,34,686.0,673.5958080400455
9,39,3000,90,40,1,117,29,616.0,332.42962544208393
9,39,3000,85,43,1,109,27,610.0,482.54730796625387
9,39,3000,70,48,0,225,26,584.0,0.0
9,39,3000,85,45,0,159,29,698.0,0.0
9,39,3000,65,38,1,111,35,548.0,640.4070509720722
9,39,3000,75,48,0,177,24,690.0,0.0
9,39,3000,60,50,0,171,14,466.0,0.0
9,39,3000,80,35,0,159,39,700.0,0.0
9,39,3000,80,38,0,155,36,706.0,0.0
9,39,3000,60,44,0,219,30,970.0,0.0
9,39,3000,80,45,1,89,27,484.0,479.72564615063516
9,39,3000,85,46,1,117,28,572.0,467.8368246175647
9,39,3000,65,41,1,161,29,682.0,578.132579590692
9,39,3000,85,43,0,115,29,690.0,0.0
9,39,3000,85,38,1,115,37,668.0,587.68603113298
9,39,3000,90,41,0,171,32,846.0,0.0
9,39,3000,85,41,0,223,36,802.0,0.0
9,39,3000,85,43,1,223,32,708.0,765.7728785965952
9,39,3000,85,37,1,115,36,572.0,495.354366496322
9,39,3000,70,48,1,119,19,522.0,470.29818919007
9,39,3000,75,47,0,171,17,406.0,0.0
9,39,3000,60,38,0,167,34,850.0,0.0
9,39,3000,90,36,1,111,39,582.0,579.1701892390724
9,39,3000,60,38,1,159,34,666.0,531.9079088144529
9,39,3000,80,38,1,83,38,532.0,527.4611882490718
9,39,3000,70,41,0,161,30,692.0,0.0
9,39,3000,60,42,0,167,29,816.0,0.0
9,39,3000,65,48,0,157,20,590.0,0.0
9,39,3000,90,40,1,95,35,508.0,626.2971290940922
9,39,3000,90,44,0,173,30,624.0,0.0
9,39,3000,85,49,1,109,28,516.0,357.5724372168762
9,39,3000,75,44,1,117,25,518.0,530.4320880539187
9,39,3000,85,49,0,173,20,690.0,0.0
9,39,3000,75,48,0,115,23,580.0,0.0
9,39,3000,75,41,0,145,31,542.0,0.0
9,39,3000,75,46,1,111,23,510.0,387.28254971983716
9,39,500,70,43,1,0,0,0.0,0.0
9,39,500,65,40,0,0,0,0.0,0.0
9,39,500,75,45,0,0,0,0.0,0.0
9,39,500,90,41,1,0,0,0.0,0.0
9,39,500,65,47,1,0,0,0.0,0.0
9,39,500,80,49,0,0,0,0.0,0.0
9,39,500,80,50,1,7,2,8.0,14.527339355254
9,39,500,60,42,1,9,1,10.0,14.25510670099825
9,39,500,80,43,0,0,0,0.0,0.0
9,39,500,75,43,0,9,1,10.0,0.0
9,39,500,80,49,0,0,0,0.0,0.0
9,39,500,70,44,1,3,1,4.0,9.0
9,39,500,80,38,0,9,1,10.0,0.0
9,39,500,75,49,1,0,0,0.0,0.0
9,39,500,85,50,0,0,0,0.0,0.0
9,39,500,70,40,0,9,2,18.0,0.0
9,39,500,75,48,1,0,0,0.0,0.0
9,39,500,85,42,1,9,2,10.0,17.99234743478869
9,39,500,60,42,0,3,1,4.0,0.0
9,39,500,75,50,1,15,2,16.0,46.76774709463268
9,39,500,80,39,0,0,0,0.0,0.0
9,39,500,90,38,1,0,0,0.0,0.0
9,39,500,60,46,0,0,0,0.0,0.0
9,39,500,65,38,0,0,0,0.0,0.0
9,39,500,70,36,1,17,4,24.0,19.982249116679963
9,39,500,80,50,1,7,1,8.0,15.0
9,39,500,60,44,0,0,0,0.0,0.0
9,39,500,70,49,1,0,0,0.0,0.0
9,39,500,75,39,0,0,0,0.0,0.0
9,39,500,65,39,1,7,1,8.0,15.0
9,39,500,75,36,1,9,1,10.0,2.8284271247461903
9,39,500,90,45,0,0,0,0.0,0.0
9,39,500,65,46,1,0,0,0.0,0.0
9,39,500,75,45,0,0,0,0.0,0.0
9,39,500,60,49,1,9,1,10.0,11.998422221399434
9,39,500,85,35,0,0,0,0.0,0.0
9,39,500,60,38,1,7,1,8.0,4.0
9,39,500,90,43,1,0,0,0.0,0.0
9,39,500,75,40,0,7,1,8.0,0.0
9,39,500,75,46,0,7,1,8.0,0.0
9,39,500,85,44,0,0,0,0.0,0.0
9,39,500,60,49,1,9,1,10.0,0.0
9,39,500,75,36,1,0,0,0.0,0.0
9,39,500,65,38,0,0,0,0.0,0.0
9,39,500,90,39,1,9,2,10.0,19.578672335510483
9,39,500,80,38,0,5,1,6.0,0.0
9,39,500,90,41,1,3,1,4.0,9.0
9,39,500,60,46,0,0,0,0.0,0.0
9,39,500,90,48,1,5,1,6.0,12.0
9,39,500,70,37,0,7,1,8.0,0.0
9,39,500,70,39,1,0,0,0.0,0.0
9,39,500,70,37,0,7,1,8.0,0.0
9,39,500,90,38,0,9,1,10.0,0.0
9,39,500,90,43,1,5,1,6.0,8.102804879489188
9,39,500,90,37,0,0,0,0.0,0.0
9,39,500,70,36,1,0,0,0.0,0.0
9,39,500,90,41,0,3,1,4.0,0.0
9,39,500,60,49,1,9,2,10.0,14.310183191966694
9,39,500,75,48,1,0,0,0.0,0.0
9,39,500,80,47,0,0,0,0.0,0.0
9,39,500,70,47,0,19,2,20.0,0.0
9,39,500,80,47,1,0,0,0.0,0.0
9,39,500,75,45,1,0,0,0.0,0.0
9,39,500,70,36,1,0,0,0.0,0.0
9,39,500,75,41,0,25,4,26.0,0.0
9,39,500,65,42,0,7,1,8.0,0.0
9,39,500,85,43,1,9,1,10.0,14.031804327331336
9,39,500,80,39,0,9,1,10.0,0.0
9,39,500,90,37,0,3,1,4.0,0.0
9,39,500,80,45,1,15,2,16.0,35.29122500481502
9,39,500,90,36,1,7,1,8.0,0.0
9,39,500,80,37,1,0,0,0.0,0.0
9,39,500,60,36,1,0,0,0.0,0.0
9,39,500,75,39,0,0,0,0.0,0.0
9,39,500,70,43,0,7,1,8.0,0.0
9,39,500,75,46,0,3,1,4.0,0.0
9,39,500,60,40,1,0,0,0.0,0.0
9,39,500,85,46,1,0,0,0.0,0.0
9,39,500,60,46,1,0,0,0.0,0.0
9,39,500,80,49,0,0,0,0.0,0.0
9,39,500,85,49,0,9,1,10.0,0.0
9,39,500,60,36,0,0,0,0.0,0.0
9,39,500,75,50,0,0,0,0.0,0.0
9,39,500,70,36,1,17,2,18.0,22.16231556363753
9,39,500,60,49,1,0,0,0.0,0.0
